# VE table
# Address: 0x8E00
# Size: 16x16

69,63,16,9,8,9,8,11,10,10,9,8,9,9,30,30
30,40,16,128,128,128,128,128,128,128,128,130,130,134,144,153
161,161,161,128,128,128,128,128,128,128,128,130,130,134,144,153
161,161,161,128,128,128,128,128,128,128,128,130,130,134,144,153
161,161,161,128,128,128,128,128,128,128,128,130,133,134,144,153
161,161,161,128,128,128,128,128,128,128,128,130,134,136,144,153
161,161,161,128,128,128,128,128,128,128,128,128,135,137,144,153
161,161,161,128,128,128,128,128,128,128,128,131,136,138,144,153
161,161,161,128,128,128,128,128,128,128,130,131,137,142,144,153
161,161,161,128,128,128,128,128,128,128,130,131,137,142,146,153
161,161,161,128,128,128,128,128,130,130,130,132,137,142,147,153
161,161,161,128,128,128,128,128,130,130,130,133,137,142,146,153
161,161,161,128,128,128,128,130,130,130,131,135,139,144,147,153
161,161,161,128,128,128,128,130,130,130,132,137,142,147,150,153
161,161,161,128,128,128,130,131,130,130,133,140,144,150,151,153
161,161,161,135,132,132,132,131,131,132,135,142,146,151,152,153
