# Idle ISV Linearization
# Address: 0x9AA2
# Size: 7x6
# Units: RPM

230,190,155,150,140,140
230,190,155,150,140,140
230,190,155,150,120,120
230,190,155,150,110,110
245,200,170,155,110,110
255,215,200,175,100,110
255,225,215,190,125,110
