# Boost IAT correction - alt #3
# Address: 0x26EB
# Size: 8x10

128,2,149,240,117,160,1,120,115,242
117,160,1,120,112,226,36,3,245,240
233,195,181,240,0,80,2,128,2,169
240,117,160,1,120,112,233,242,233,210
117,180,3,0,80,2,194,117,117,160
0,120,60,229,46,242,2,33,84,48
64,12,116,3,147,117,160,1,120,116
242,2,39,240,116,2,147,245,240,117
