"# Ignition - Idle, warmup (LPG)"
# Address: 0xA312
# Size: 6x5

149,173,134,133,133
133,133,132,134,138
144,146,152,153,149
147,149,176,2,2
2,2,2,2,2
2,2,2,2,2
