# Knock detection threshold cyl. 4
# Address: 0x2290
# Size: 5x8

0,210,80,122,0,18,15,249
245,70,18,15,249,245,123,128
99,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2
