# Idle ISV Linearization
# Address: 0x9AA2
# Size: 7x6
# Units: RPM

230,190,155,150,126,126
230,190,155,150,126,108
230,190,155,150,126,80
230,190,155,150,114,80
245,200,170,155,119,80
255,215,200,175,129,80
255,225,215,190,144,130
