"# Idle ISV linearization, AC ON"
# Address: 0x9ADB
# Size: 5x6
# Units: ECT

255,205,150,100,120,105
255,205,160,110,120,105
255,210,185,170,170,120
255,225,210,200,185,100
255,240,225,225,255,255
