"# Ignition - Idle, warmup (LPG)"
# Address: 0xA312
# Size: 6x5

165,171,134,133,133
133,133,132,134,138
139,145,149,157,157
162,165,171,2,2
2,2,2,2,2
2,2,2,2,2
