# Ignition - CoolantxIAT correction
# Address: 0x9A3D
# Size: 6x6

26,26,26,30,30,30
26,24,22,22,24,26
30,27,22,22,24,26
30,30,24,24,30,30
34,32,30,30,30,30
32,32,30,30,30,30
