"# Ignition - Idle, closed throttle (LPG)"
# Address: 0xA2D9
# Size: 7x4

130,130,131,137
140,143,151,157
162,165,171,128
128,128,128,130
130,130,132,137
143,145,154,157
162,165,171,128
