# Alpha/N MAF error filling map
# Address: 0x9ED2
# Size: 12x6

31,36,47,50,56,56
14,54,61,61,70,70
10,52,68,70,82,82
10,44,77,82,92,92
9,34,81,80,174,174
8,31,77,88,179,179
7,28,76,86,180,180
6,25,74,83,169,169
5,21,70,78,155,155
5,20,67,78,150,150
5,20,60,74,136,136
5,19,58,71,110,110
