# Knock detection threshold cyl. 1
# Address: 0x2218
# Size: 5x8

240,116,2,44,18,18,85,96
2,127,255,143,58,4,18,18
85,96,2,127,255,143,3,4
18,18,85,96,2,127,255,143
59,117,160,0,121,10,120,50
