# Boost pATM correction
# Address: 0x28E3
# Size: 8x10

93,93,93,95,95,95,98,99,100,108
101,101,101,101,101,98,104,105,107,113
104,104,104,110,104,101,105,108,112,120
107,107,107,117,113,109,114,116,118,127
114,114,114,123,122,116,119,120,122,127
118,118,118,126,126,122,123,124,125,128
128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128
