# Boost pATM correction
# Address: 0x2893
# Size: 8x10

97,97,97,102,109,120,117,115,128,128
97,97,97,102,109,120,117,115,128,128
97,97,97,102,109,111,114,116,119,121
100,100,100,109,112,120,124,125,125,128
109,109,109,112,126,128,128,128,128,128
125,125,125,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128
